energy_PerServing,carbohydrates_PerServing,sugars_PerServing,fiber_PerServing,proteins_PerServing,sodium_PerServing,totalFat_PerServing,product_name,serving_size_grams
711.2,5.0008,0.9996,2.996,6.0004,0.09492,16.9988,"Almonds, Roasted & Salted",28
668.92,6.0004,0.9996,2.996,6.0004,0,14.9996,Whole Raw Almonds,28
585.76,12.0008,7.9996,1.008,4.0012,0.00504,10.9984,Mountain Trail Mix,28
502.6,19.0008,14,1.988,1.9992,0.01008,5.4992,Fruit & Nut Trail Mix,28
0,0,0,0,0,0.08,0,Spicy Brown Mustard,5
20.934,1.00008,0,0,0,0.21001,0,Salad Dressing & Seasoning Mix,1.8
20.925,1,1,0,0,0.32,0,"Salad Dressing & Seasoning Mix, Italian",2.5
0,0,0,0,0,0.08,0,Yellow Mustard,5
0,0,0,0,0,0.08,0,Yellow Mustard,5
0,0,0,0,0,0.08,0,Yellow Mustard,5
189.08,9.9992,0.9976,3.016,0.9976,0,0,Diced Water Chestnuts,116
292.67,16.9952,14.0007,1.017,0,0,0,Lightly Sweetened Tropical Fruit Juices,113
503.04,28.0064,21.0048,0,0,0.02048,0,Apricot Halves In Heavy Syrup,128
291.06,13.0046,5.9976,1.96,1.9992,0.19992,0.9996,Corn,98
291.06,13.0046,5.9976,1.96,1.9992,0.19992,0.9996,Corn,98
291.06,13.0046,5.9976,1.96,1.9992,0.19992,0.9996,Jalapeno Corn With Jalapeno Peppers,98
459.02,18.998,1.003,4.956,5.9944,0.48026,0.4956,Vegetarian Refried Beans,118
377.06,15.0008,8.0002,0,0.9996,0.04998,4.998,Mini Ice Cream Sandwiches,34
293.28,1.0008,0,0,4.9992,0.16992,7.9992,Mozzarella & Cheddar Sticks,24
208.8,1.0008,0,0,7.0008,0.19992,4.0008,Light Mozzarella String Cheese,24
208.8,1.0008,0,0,7.0008,0.19992,4.0008,Light Mozzarella String Cheese,24
669.29,20.0012,18.9999,0.992,1.0013,0.00992,12.9983,"Spread, Hazelnut",31
878.04,7.9992,1.0008,3.996,7.9992,0,19.5012,"Fresh Selections, Raw Almonds",36
920.16,6.0012,2.0016,3.996,7.9992,0.11988,21.5028,Fresh Selection Roasted & Salted Almonds,36
795.2,10,2,0.992,4.9984,0.09984,17.5008,"Fresh Selections, Roasted & Salted Cashews",32
962.64,7.9992,2.0016,2.988,6.0012,0.10008,22.5,Roasted & Salted Deluxe Mix,36
836.4,8.0002,0.9996,4.012,7.0006,0.11016,19.499,Sunflower Kernels,34
0,0,0,0,0,0.06,0,"Liquid Water Enhancer, Blue Raspberry",2
0,0,0,0,0,0,0,"Water Enhancer, Raspberry Lemonade",2
417.9,21.999,0.999,0.99,3,0,0,Unbleached & Enriched Flour,30
417.9,21.999,0.999,0.99,3,0,0,Enriched Unbleached Flour,30
125.52,7,0,0,0,0,0,Corn Starch,8
460.32,11.9994,5.0001,0,0.9996,0.06993,10.0002,"Pie Crust, Graham Cracker",21
543.32,23.001,1.9992,2.006,5.0014,0.36006,1.9992,Italian Style Bread Crumbs,34
502.18,22.0014,1.9992,0.986,3.9984,0.2499,1.4994,Plain Bread Crumbs,34
188.3,3.0002,0,0,0,0.035,4.5003,French Fried Onions,7
188.3,3.0002,0,0,0,0.035,4.5003,French Fried Onions,7
335.06,16.0006,0,0.99,1.9998,0.46002,0.4994,"Mashed Potatoes, Creamy Butter",22
335.06,16.0006,1.001,0.99,1.9998,0.44,0.4994,Mashed Potatoes Sour Cream & Chives,22
335.06,16.0006,0,0.99,1.9998,0.41998,1.5004,Four Cheese Mashed Potatoes,22
418.32,20.0004,2.9988,1.008,2.9988,0.43008,0.9996,Turkey Flavored Stuffing Mix,28
460.32,21.9996,2.9988,1.008,2.9988,0.40012,0.9996,"Stuffing Mix, Cornbread",28
460.32,21,2.9988,1.008,2.9988,0.47012,1.5008,Stuffing Mix For Pork,28
460.32,21,2.9988,1.008,2.9988,0.44996,1.5008,Stuffing Mix With Real Chicken Broth,28
961.2,43.002,1.002,1.02,7.002,0.69,2.496,"Pasta & Sauce, Chicken",60
962.24,41.9988,3.0008,0.992,7.998,0.76012,5.0034,Alfredo Fettuccini Pasta & Sauce,62
1004.36,50.0004,3.9984,1.02,6.9972,0.77996,1.5028,Rice & Sauce Cheddar & Broccoli Rice & Pasta Blend With Broccoli In A Cheddar Cheese Sauce,68
962.65,48.997,1.001,0.975,4.9985,0.8502,1.001,Rice & Sauce Chicken Flavor,65
961.45,48.9971,0.9983,2.01,6.0032,0.88976,0.9983,Spanish Style Rice & Pasta Blend With Bell Peppers In A Sweet Tomato Sauce,67
418.81,22.0007,1.9995,0.992,3.0008,0.76012,0,"Hamburger, Skillet Dinner",31
334.5,10.0005,10.0005,1.005,1.0005,0.00495,6.501,Real Milk Chocolate Baking Chips,15
334.5,10.9995,10.9995,0,0,0.015,6.999,"Baking Chips, Butterscotch",15
293.1,10.0005,7.9995,1.005,1.0005,0,6.501,Real Semi-Sweet Chocolate Baking Chips,15
293.1,10.0005,7.9995,1.005,1.0005,0,6.501,Real Semi-Sweet Chocolate Baking Chips,15
334.5,10.0005,10.0005,0,1.0005,0.01005,7.5,Premium White Baking Chips,15
293.1,7.0005,6,1.005,1.0005,0.03,9.999,Flake Coconut Sweetened,15
293.1,7.0005,6,1.005,1.0005,0.03,9.999,Sweetened Coconut Flake,15
668.85,31.0011,17.0001,1.014,0.9984,0.23985,3.9975,"Deluxe Moist Cake Mix, Yellow",39
668.85,29.9988,16.0017,1.014,2.0007,0.29991,5.5029,Devil's Food Deluxe Moist Cake Mix,39
668.85,31.0011,17.0001,1.014,0.9984,0.2301,3.9975,White Cake Mix,39
628.29,29.9988,17.0001,1.014,2.0007,0.32994,3.9975,"Delux Moist Cake Mix, German Chocolate",39
418.86,22.9996,14.9994,0.988,1.001,0.08008,0.4992,Fudge Brownies,26
585.42,21.0012,20.0013,0.99,0,0.04488,7.5009,Creamy Frosting Chocolate,33
585.42,22.0011,21.0012,0,0,0.02508,7.5009,Creamy Frosting,33
585.42,22.0011,19.0014,0,0,0.05511,7.5009,"Creamy Frosting, Cream Cheese",33
62.75,3,1,0,0,0.45,0,Beef Stew Seasoning Mix,5
62.76,3,0,0,0,0.25,0,Seasoning Mix Fajita With Natural Spices,4
104.7,3,0,0,1.0002,0.34002,0.4998,Gravy Mix Brown With Natural Spices,6
125.52,6,2,0,0,0.34,0,Sauce Mix With Natural Spices,8
83.58,4.0002,1.0002,0,0,0.31002,0.4998,Chicken Gravy Mix,6
125.37,5.0004,0.9999,0.999,0.9999,0.35001,0.9999,Seasoning Mix Chili With Natural Spices,9
83.58,4.0002,1.0002,1.002,1.0002,0.42,0,Taco Seasoning Mix,6
62.76,3,1,0,0,0.32,0,"Seasoning Mix, Meat Loaf",4
62.685,3.00015,1.9998,0,0,0.27999,0,Sloppy Joeseasoning Mix With Natural Spices,4.5
42,1.9995,1.0005,0,0,0.16995,0,Steak Sauce,15
42,0,1.0005,0,0,0.84,0,Soy Sauce,15
0,1,0,0,0,0.065,0,Worcestershire Sauce,5
20.905,1.00011,1.00011,0,0,0.89,0,Bouillon Cubes,3.7
20.905,0,0,0,0,0.78999,0,Bouillon Cubes,3.7
79.2,1.992,0,0,1.008,0.9312,1.512,Regular Chicken Broth,240
20.7,1.0005,1.0005,0,0,0.37995,0,"Steak & Chop Marinade, Garlic And Cracked Black Pepper",15
42,1.9995,1.0005,0,0,0.34005,0,Marinade Herb & Garlic,15
83.4,4.9995,4.0005,0,0,0.61995,0,Marinade Teriyaki,15
104.85,4.9995,4.9995,0,0,0.25005,0,"Marinade, Pineapple Juice",15
105.6,3,0,0,1.002,0.27,1.5,Beef Gravy,60
82.8,3,0,0,1.002,0.2802,1.002,Mushroom Gravy Made With Real Mushrooms,60
145.8,3,1.002,0,0,0.2502,3.504,Chicken Gravy,60
105.6,3,0,0,1.002,0.27,1.5,"Turkey Gravy, Wade With Real Turkey Stock",60
711.6,0.999,0.999,0,0.999,0.2901,21,Creamy Caesar Dressing,30
460.8,2.001,0.999,0,0,0.2601,12.501,"Dressing & Dip, Peppercorn Ranch",30
251.1,3,3,0,0,0.3,5.001,Zesty Italian For Dressing & Marinade,30
335.1,3,2.001,0,0,0.2901,7.998,"Dressing & Dip Ranch, Light",30
147,3,2.001,0,0,0.3399,2.499,Light Italian Dressing & Marinade,30
335.1,5.001,3.999,0,0,0.3399,7.998,Italian Dressing & Marinade,30
586.2,0.999,0.999,0,0.999,0.24,16.5,Blue Cheese Dressing & Dip,30
502.2,3.999,3.999,0,0,0.27,14.001,Thousand Island Dressing,30
376.5,9,8.001,0,0,0.3801,6.999,California French Style Dressing,30
586.2,2.001,0.999,0,0.999,0.2601,16.5,Ranch Dressing & Dip,30
167.4,6,1,1,1,0.23,2,Homestyle Chicken Seasoned Coating Mix,10
167.53,8.0003,0,0,0.9999,0.16995,0.5005,Country Style Pork Seasoned Coating Mix,11
502.05,0,0,0,0,0,15.999,Pure Olive Oil,15
502.05,0,0,0,0,0,15.999,Extra Virgin Olive Oil,15
502.04,0,0,0,0,0,16.0006,Vegetable Oil,14
502.04,0,0,0,0,0,14.9996,Canola Oil,14
418.21,0,0,0,0,0.07501,12.5008,Real Mayonnaise,13
251.1,3.999,3,0,0,0.1701,6,Tartar Sauce,30
502.06,0,0,0,0,0,16.0004,All-Purpose Vegetable Shortening,13
502.06,0,0,0,0,0,16.0004,Vegetable Shortening,13
878.4,52.998,30,0,0,0.1152,0,"Rich & Thick Syrup, Butter",60
419.4,25.998,24,1.02,0,0.1698,0,Rich & Thick Syrup,60
419.4,25.998,25.002,1.02,0,0.18,0,"Rich & Thick Syrup, Lite Butter",60
878.4,52.998,34.998,0,0,0.0252,0,"Rich & Thick Syrup, Original",60
878.4,52.998,34.998,0,0,0.0252,0,"Rich & Thick Syrup, Original",60
0,1,0,0,0,0,0,Sugar Substitute Packets,1
0,0,0,0,0,0.58999,0,Free Running Salt,1.5
0,0,0,0,0,0.58999,0,Iodized Salt,1.5
0,0,0,0,0,0,0,Black Tea,35
0,0,0,0,0,0,0,Green Tea,85
251.04,10,6,0.992,2,0.16992,2,Hot Cocoa Mix,16
460.32,0.9996,0,0,7,0.18004,14.9996,Sharp Cheddar Cheese,28
585.34,26.9989,11.9991,1.998,2.0017,0.0851,3.0007,"Fruits & Grain Cereal Bars, Blueberry",37
290.36,16.9946,15.006,0.976,1.0004,0.00244,0,Pineapple Tidbits In 100% Pineapple Juice,122
543.76,26.0008,12.9976,0,3.0016,0.14,2.5032,Low Fat Ice Cream Sandwiches,56
104.58,1.9999,0,1.001,3.0002,0.16002,1.0003,Bacon Chips,7
460.35,22.0007,1.0013,0.992,3.0008,0.85002,0.4991,Cheese Burger Pasta & Sauce Mix,31
41.44,2,1,0,0,0.12496,0,"Taco Sauce, Medium Traditional",16
627.44,21.0056,1.0044,1.984,3.0008,0.43028,8.5064,"Mashed Potatoes, Roasted Garlic",124
881.4,22.9905,2.0085,0.975,10.0035,1.1505,14.001,Macaroni & Cheese Pasta,195
292.67,18.0005,15.9988,0,0,0.29008,0,"Bbq Sauce, Original",37
292.67,17.0015,14.9998,0,0,0.30007,0,"Bbq Sauce, Honey",37
292.67,18.0005,14.9998,0,0,0.29008,0,"Bbq Sauce, Hichory & Brown Sugar",37
711.5,40,0,6,6,0,1,Shredded Wheat Bite Size Whole Grain  Cereal,50
585.34,26.9989,11.9991,1.998,2.0017,0.08991,3.0007,"Fruit & Grain Cereal Bars, Respberry",37
585.34,26.9989,11.9991,1.998,2.0017,0.0851,3.0007,"Fruit & Grain Cereal Bars, Apple, Cinnamon",37
585.34,26.9989,11.9991,1.998,2.0017,0.09509,3.0007,"Fruit & Grain Cereal Bars, Mixed Berry",37
585.34,26.9989,11.9991,1.998,2.0017,0.08991,3.0007,"Fruit & Grain Cereal Bars, Strawberry",37
794.22,29.001,11.9994,2.016,3.9984,0.14994,7.5012,"Crunchy Granola Bars, Oats & Honey",42
501.89,27.9992,13.0014,0.992,1.0013,0.19995,0,"Frosted Flakes, Frosted Corn Cereal",31
502.2,24,11.001,2.01,2.001,0.1899,0.999,Honey Nut Toasted Oats,30
627.6,27,1,4,5,0,3,Rolled Quick Oats,40
502.2,24.999,12.999,0.99,2.001,0.15,0.999,"Magic Shapes, Frosted Oat Cereal With Colored Marshmallow Bits",30
502.08,28.9984,16.9984,0.992,2,0.12992,0,Fruit Rolls,32
502.2,23.001,2.001,3,3.999,0.21,0.999,"Toasted Oats, Whole Grain Toasted Oat Cereal",30
543.68,28,3.0016,0.992,2,0.27008,0,Corn Flakes,32
878.64,45.0016,17.9984,7,3.9984,0.35,1.0024,"Raisin Bran, Bran Flake Cereal With Raisins",56
502.2,24,12.999,2.01,2.001,0.1149,1.5,Toasted Oat Cereal With Apples & Cinnamon,30
459.94,24.0004,4.9996,4.988,2.9986,0.20996,0.4988,Bran Flakes,29
418.32,18.0012,0.9996,2.996,4.0012,0.08008,1.5008,Instant Oatmeal,28
837.72,42.0004,10.998,4.992,3.9988,0,0.9984,"Frosted Shredded Wheat, Bite  Size Lightly Frosted Whole Wheat Cereal",52
543.68,27.0016,12,0,2,0.20992,2,Coco Krunch Sweetened Rice Cereal Made With Real Cocoa,32
502.59,29.0004,2.9997,0,1.9998,0.30987,0,Crisp Rice,33
585.42,15.9984,0,3.993,1.9998,0.25014,10.9989,Microwave Kettle Corn Popcorn,33
459.69,27.0006,0.9999,6.996,3.9996,0.0099,1.5015,Tender White Popcorn,33
459.69,27.0006,0.9999,6.996,3.9996,0.0099,1.5015,Tender Yellow Popcorn,33
502.59,27.0006,0.9999,6.996,3.9996,0.0099,1.5015,Tender White Popcorn,33
502.59,27.0006,0.9999,6.996,3.9996,0.0099,1.5015,Tender Yellow Popcorn,33
585.42,15.9984,0,3.993,1.9998,0.25014,11.9988,"Microwave Popcorn, Butter",33
502.59,17.0016,0,3.993,1.9998,0.25014,6.501,Microwave Popcorn,33
628.32,14.9985,0,3.993,1.9998,0.29997,13.9986,"Microwave Popcorn, Extra Butter",33
502.59,17.0016,0,3.993,1.9998,0.25014,6.501,"Popcorn, Light Butter",33
418.44,20.0013,0,5.016,3.9996,0.07986,2.5014,"Microwave Popcorn, Butter",33
668.92,6.0004,0.9996,1.988,7,0,15.9992,Dry Roasted Unsalted Peanuts,28
543.48,16.9988,14.9996,1.008,2.9988,0.08008,7.9996,"Peanuts, Butter Toffee",28
668.92,5.0008,0,1.988,7.9996,0.09996,15.9992,"Spanish Peanuts, Salted",28
668.92,7.9996,4.0012,1.988,6.0004,0.08008,13.5016,"Dry Honey Roasted Peanuts, Salted",28
668.92,6.0004,0.9996,1.988,7,0.08512,15.9992,Lightly Salted Roasted Peanuts,28
628.04,7.9996,4.0012,1.988,6.0004,0.08008,13.5016,"Honey Roasted Peanuts, Salted",28
711.2,5.0008,0.9996,1.988,6.0004,0.05488,16.9988,Lightly Salted Mixed Nuts,28
668.92,7.9996,0.9996,1.008,5.0008,0.11004,14.9996,"Halves & Pieces Cashews, Salted",28
668.92,7.9996,1.9992,1.008,5.0008,0.11004,15.5008,Whole Salted Cashews,28
711.2,6.0004,0.9996,1.988,5.0008,0.11004,16.9988,"Deluxe Mixed Nuts, Salted",28
668.92,5.0008,0.9996,1.988,7,0.09996,15.9992,"Party Peanuts, Salted",28
668.92,6.0004,0.9996,1.988,7,0.16996,15.9992,"Dry Roasted Peanuts, Salted",28
668.92,6.0004,0.9996,1.988,7,0.16996,15.9992,"Dry Roasted Peanuts, Salted",28
586.56,24.9984,12,0.992,0.9984,0.12,5.5008,Vanilla Wafers,32
293.1,10.9995,0,0,1.0005,0.12495,1.5,Saltine Snack Crackers,15
251.3,10.0002,0,0,0.9996,0.16996,1.4994,Saltine Snack Crackers,14
251.04,12,8,0,1,0.05504,0.4992,Fig Bars Made With Real Friut,16
543.6,21,6,0.99,2.001,0.1251,3.999,Animal Crackers,30
292.88,9.0006,0.9996,0,0.9996,0.12502,3.5,Snack Crackers Rich & Crisp,14
543.43,24.0002,6.9998,0.992,1.9995,0.13485,2.9977,Graham Crackers Made With Whole Grains,31
543.43,24.0002,8.0011,0.992,1.9995,0.13485,3.0008,Graham Crackers Made With Whole Grains,31
543.43,24.0002,8.0011,0.992,1.9995,0.11501,3.999,Graham Crackers Made With Whole Grains,31
586.21,22.0007,3.999,2.015,1.9995,0.23002,6.0016,Original Whole Wheat Snack Crackers,31
292.67,16.9952,14.9951,1.017,0,0.01017,0,Mandarin Oranges In Light Syrup,113
417.96,23.0013,2.0007,0,2.0007,0.24003,0,Rice Squares Oven Toasted Rice Cereal,27
417.96,23.0013,10.9998,1.998,0.999,0.135,0.999,"Sweetened Crunchy Corn Cereal, Cocoa Crunchies",27
502.28,21.9994,9.9992,2.001,2.001,0.14993,3.4974,Sweetened Crunchy Corn Cereal,29
251.37,16.9995,15.9999,0,0,0,0,Honey,21
251.37,16.9995,15.9999,0,0,0,0,Pure Honey,21
543.86,31.9997,31.9997,0,1.0011,0,0,Fruit Punch,71
459.45,28.998,27,0,0,0,0,"Frozen Concentrate Juice, Lemonade",45
502.2,27,24,0,0,0,0,Calcium Added Orange Juice,60
459.45,28.998,27,0,0.999,0,0,"Frozen Concentrate Juice, Pink Lemonade",45
459.6,27,24,0,0,0,0,Orange Juice,60
459.6,27,24,0,0,0,0,100% Pure Pulp Free Orange Juice,60
211.4,13.006,9.002,1.96,0.994,0,0,Whole Strawberries,140
292.6,16.996,11.998,4.06,0,0,0.994,All Natural Blueberries,140
211.4,13.006,9.002,1.96,0.994,0,0,Whole Strawberries,140
292.6,16.996,11.998,4.06,0,0,0.994,All Natural Blueberries,140
211.4,13.006,9.002,1.96,0.994,0,0,Sliced Peaches,140
375.2,21.994,18.004,2.94,0.994,0,0,Pitted Dark Sweet Cherries,140
292.6,16.996,9.996,6.02,0,0,0,Berry Medley,140
375.2,21.994,14.994,7,2.002,0,0,Blackberries,140
292.6,16.996,7,6.02,2.002,0,0,Red Raspberries,140
0,2.9997,0,0,0,0,2.2995,Lite Whipped Topping,9
83.61,2.9997,0.9999,0,0,0,1.9998,Lite Whipped Topping,9
544,25,1,1,3,0.22,1,White Bread Dough,50
585.9,24.997,3.003,0.98,3.003,0.3101,3.5,"Waffles, Buttermilk",70
711.9,24.003,4.998,0.98,3.003,0.3199,7.497,"Waffles, Blueberry",70
585.9,24.003,3.003,0.98,3.003,0.35,3.5,Homestyle Waffles,70
543.78,8.0028,8.0028,0,22.002,0.07524,1.5048,Beef Liver,114
292.53,1.9992,0.9996,0,4.0005,0.19992,8.5008,Individually Wrapped Singles Swiss Cheese,21
670.12,22,10.0012,1.012,2.002,0.28996,9.0024,Cinnamon Rolls,44
376.04,0.9996,0,0,7,0.21,11.0012,Natural Finely Shredded Italian 4 Cheese,28
292.6,0.9994,0,0,3.9995,0.23997,9.5,Deluxe Choice American Sliced Pasteurized Process Cheese,19
460.32,0.9996,0,0,7,0.18004,14.9996,Natural Shredded Mild Cheddar Cheese,28
376.04,0.9996,0,0,7,0.15008,9.5004,Shredded Low-Moisture Part-Skim Mozzarella Cheese,28
460.32,0,0,0,7,0.18004,14.9996,Medium Cheddar Cheese,28
460.32,0.9996,0,0,6.0004,0.19992,14.9996,Finely Shredded Mexican Style 4 Cheese,28
501.72,4.9946,4.0002,0,12.0006,0.48025,8.4976,Cottage Cheese,113
378.55,4.9946,4.0002,1.017,12.995,0.47008,1.4916,Cottage Cheese,113
501.72,4.9946,4.0002,0,12.0006,0.48025,8.4976,Cottage Cheese,113
378.55,4.9946,4.0002,1.017,12.995,0.47008,1.4916,Cottage Cheese,113
251.1,2.001,0.999,0,0.999,0.0501,8.502,Sour Cream,30
251.1,2.001,0.999,0,0.999,0.2301,8.502,Dip Fresh Onion,30
251.1,2.001,0.999,0,0.999,0.2301,8.502,Dip Fresh Onion,30
251.1,2.001,0.999,0,0.999,0.0501,8.502,Sour Cream,30
125.4,3,2.001,0,0.999,0.0351,3,Grade A Sour Cream,30
501.6,13.992,13.008,0,9,0.4008,3.984,1% Lowfat Cultured Buttermilk,240
460.32,0,0,0,7,0.18004,14.9996,Natural Sharp Cheddar Cheese,28
460.32,0.9996,0,0,7,0.16996,14.9996,Colby Cheese,28
460.32,0,0,0,7,0.18004,14.9996,Mild Cheddar Cheese,28
418.32,0.9996,0,0,7.9996,0.05992,13.0004,Swiss Cheese,28
418.32,0,0,0,7,0.16996,13.0004,Natural Monterey Jack Cheese,28
335.16,0.9996,0,0,7.9996,0.16996,9.5004,Mozzarella Cheese,28
460.32,0,0,0,7,0.18004,14.9996,New York Sharp Cheddar Cheese,28
460.32,0.9996,0,0,6.0004,0.19992,14.9996,Colby Jack,28
418.32,0.9996,0,0,7,0.16996,13.0004,Pepper Jack Cheese,28
335.16,0.9996,0,0,6.0004,0.19992,9.5004,String Mozzarella Cheese,28
460.32,0,0,0,7,0.18004,14.9996,Natural Extra Sharp Cheddar Cheese,28
418.32,0.9996,0,0,7,0.16996,13.0004,Natural Shredded Monterey Jack Cheese,28
460.32,0.9996,0,0,7,0.19992,14,Shredded Taco Blend,28
587.93,24.9927,18.0011,0,7.9904,0.13393,0,Fat Free Light Yogurt,227
883.03,39.9974,34.0046,0,6.9916,0.10896,2.9964,Original Lowfat Yogurt,227
883.03,39.9974,34.0046,0,6.9916,0.10896,2.9964,Original Peach Lowfat Yogurt,227
376.04,1.9992,1.9992,0,5.0008,0.29008,11.4996,Cheesy Melt Pasteurized Process Cheese Spread,28
460.32,0.9996,0,0,7,0.18004,14.9996,"Cheese, Mild Cheddar",28
460.32,0.9996,0,0,6.0004,0.19992,14,Shredded Colby Jack Cheese,28
251.1,2.001,2.001,0,2.001,0.1401,7.5,Light Cream Cheese,30
292.88,1.9992,0.9996,0,1.9992,0.09492,10.0016,Neufchatel Cheese,28
376.5,2.001,2.001,0,0.999,0.15,15,"Cream Cheese Spread, Original",30
376.5,5.001,5.001,0,0.999,0.0651,11.499,"Cream Cheese Spread, Strawberry",30
418.32,0.9996,0,0,7.9996,0.05992,13.0004,Swiss Cheese,28
669.44,31.0016,4,1.024,4,0.54976,2.496,"Biscuits, Buttermilk",64
753.54,25.9977,4.9989,1.026,4.0014,0.55005,10.4994,"Biscuits, Buttermilk",57
418.32,12.0008,1.9992,0,0.9996,0.22988,6.4988,Crescent Rolls,28
418.32,11.0012,1.9992,0,0.9996,0.22008,8.5008,"Crescent Rolls, Original",28
753.54,25.0002,4.0014,1.026,2.9982,0.40983,13.0017,"Jumbo Biscuits, Buttermilk",57
753.54,25.0002,4.0014,1.026,2.9982,0.40983,13.0017,"Jumbo Biscuits, Butter",57
627.88,22.9988,11,1.012,2.002,0.30008,7.4976,Cinnamon Rolls With Icing,44
459.81,13.0005,0.999,0,0.999,0.14013,9.5013,Pie Crusts,27
460.56,22.002,0.9975,1.026,4.9989,0.22002,0.5016,English Muffins Original,57
586.53,29.0016,4.9989,1.026,4.9989,0.23997,0.9975,"English Muffins, Cinnamon Raisin",57
460.8,27,21,0,1.992,0.0144,0,"Orange Juice From Concentrate, Orange",240
460.8,27,21,0,1.992,0.0144,0,"Orange Juice From Concentrate, Orange",240
460.8,25.008,21,0,3,0.0096,0,"Country Style Orange Juice From Concentrate, Orange",240
460.8,27,24,0,1.992,0.0144,0,"Orange Juice, Orange",240
422.4,24,22.992,0,1.008,0,0,"Pure Premium Graperfruit Juice, Ruby Red",240
84,3,2.001,0,0.999,0.0201,0,Ultra-Pasteurized Fat Free Half & Half,30
166.8,0.999,0.999,0,0.999,0.015,5.001,Ultra-Pasteurized Half & Half,30
208.95,0,0,0,0,0.00495,7.9995,Ultra-Pasteurized Heavy Whipping Cream,15
627.5,26,2,1,4,0.32,6,"Flour Tortillas, Fajita Size",50
586,25,2,4,4,0.32,6,Fajita Size Whole Wheat Tortillas,50
376.13,14.9988,1.0005,0,2.001,0.18009,3.5003,Soft Taco Size Flour Tortillas,29
459.6,27,24,0,0,0,0,Orange Juice From Concentrate,60
544.6,30.996,28,1.96,0.994,0,0,Sliced Strawberries In Sugar,140
211.4,13.006,9.002,1.96,0.994,0,0,All Natural Sliced Strawberries,140
104.67,1.9998,0.9999,0,0,0,3.0006,"Whipped Topping, Original",9
376.74,0,0,0,8.001,0.09009,7.9947,1 Dozen Farm Fresh Eggs,63
334.88,0,0,0,7,0.08008,7,I Dozen Farm Fresh Eggs,56
250.36,0,0,0,6.0016,0.05984,5.5,Grade A Eggs,44
293,0,0,0,6,0.07,6.5,Large Brown Eggs,50
188.7,7.9985,1.9975,2.975,3.0005,0.0153,0,Grade A Fancy Brussels Sprouts,85
125.33,2.9963,-0.996,0.996,2.0003,0.12533,0,Grade A Fancy Chopped Spinach,83
167.04,8.9958,7.0035,0.957,1.0005,0,0,Cooked Squash,87
794.3,22.997,2.002,0.975,9.0025,0.26,10.998,Twisted Bread Sticks Stuffed With Mozzarella Cheese,65
543.06,15.0003,0,2.016,1.0017,0.29988,8.001,Hash Brown Patties,63
334.5,0,0,0,4.9995,0.31995,7.9995,Old Fashioned Hardwood Smoked Bacon,15
543.48,0.9996,0,0,5.0008,0.54012,16.002,Sliced Pepperoni,28
1419.8,42.005,5.0065,2.945,13.0045,0.99975,18.011,Rising Crust Supreme Pizza,155
292.53,1.9992,0.9996,0,3.0009,0.25998,8.5008,Individually Wrapped American Singles,21
125.58,3.0009,0.9996,0,5.0001,0.30996,0,American Fat Free Singles,21
251.18,2.0007,0.9994,0,3.0001,0.23997,8.0009,"American Singles, Pasteurized Prepared Cheese Product",19
251.18,2.0007,0.9994,0,3.0001,0.23997,8.0009,American Singles,19
334.74,0,0,0,5.0001,0.14007,10.9998,"Deli Selections, Sliced Mild Cheddar Cheese",21
334.74,0.9996,0,0,5.9997,0.04998,10.0002,"Deli Selections, Swiss Cheese, Natural + Sliced",21
334.74,0.9996,0,0,5.0001,0.17997,9.5004,Deli Selections Provolone Cheese,21
501.72,4.9946,4.0002,0,12.995,0.44974,7.9891,Cottage Cheese,113
335.61,6.0003,4.0002,0,14.0007,0.42036,0,Cottage Cheese,113
251.1,2.001,0.999,0,0.999,0.0501,8.502,Sour Cream,30
501.72,4.9946,4.0002,0,12.995,0.44974,7.9891,Cottage Cheese,113
251.1,2.001,0.999,0,0.999,0.2301,8.502,Dip,30
376.04,0.9996,0,0,7,0.15008,9.5004,Mozzarella Cheese,28
460.32,0.9996,0,0,7,0.18004,14.9996,Shredded Mild Cheddar Cheese,28
83.7,0,0,0,2,0.12,2.5,100% Grated Parmesan Cheese,5
83.7,0,0,0,2,0.1,2.5,100% Grated Parmesan Cheese,5
376.04,1.9992,1.9992,0,1.9992,0.09492,14.9996,"Cream Cheese, Original",28
668.1,30.005,25.993,0,4.998,0.085,2.499,99% Fat Free Original Lowfat Yogurt,170
668.1,30.005,25.993,0,4.998,0.0799,2.499,Lowfat Raspberry Yogurt,170
668.1,30.005,25.007,0,4.998,0.0799,2.499,"Lowfat Yogurt, Original",170
668.1,31.008,25.007,0,4.998,0.0799,2.499,"Original Low Fat Yogurt, Strawberry Banana",170
668.1,30.005,25.007,0,4.998,0.085,2.499,Lowfat Original Yogurt,170
668.1,30.005,25.993,0,4.998,0.085,2.499,Lowfat Original Yogurt,170
668.1,31.008,25.993,0,4.998,0.0799,2.499,Lowfat Yogurt,170
668.1,30.005,25.993,0,4.998,0.085,2.499,99% Fat Free Original Mixed Berry With Natural Flavor,170
668.1,30.005,25.993,0,4.998,0.085,2.499,Original Vanilla Lowfat Yogurt,170
377.4,17,12.002,0,4.998,0.085,0,"Fat Free Yogurt With Sucralose, Vitamin A & D Added",170
377.4,18.003,12.002,0,4.998,0.085,0,Fat Free Lite Yogurt,170
377.4,17,12.002,0,4.998,0.085,0,Light Fat Free Yogurt,170
